"gid,N,10,0","ev_id,C,6","iso3year,C,7","iso3,C,3","id_nat,C,10","id_cat,C,20","year,N,5,0","start_date,N,10,0","end_date,N,10,0","duration,N,5,0","ss_cat,N,5,0","sum_ws_km,N,10,0","sum_pdi,N,10,0","sum_pdr,N,10,0","popurb_07,N,24,15","poprur_07,N,24,15","poptot_07,N,24,15","gdptot_07,N,24,15","other_name,C,25","serial_num,C,15"
14147,tc1258,JPN1983,JPN,tc12581983,,1983,19830812,19830812,18,2,2754,859339,309,0,0,0,0,ABBY,1983212N06151
14148,tc1229,,,,,1983,19830223,19830226,63,2,9639,10312074,1475,0,0,0,0,NISHA:NISHA/ORAMA,1983052S13217
14149,tc1253,PHL1983,PHL,tc12531983,,1983,19830724,19830724,16,2,2448,1718678,487,0,11664,11664,13671000,WAYNE,1983201N08144
14150,tc1229,PYF1983,PYF,tc12291983,,1983,19830223,19830225,80,2,12240,10312074,1967,0,2311,2311,11516346,NISHA:NISHA/ORAMA,1983052S13217
14151,tc1230,,,,,1983,19830227,19830301,69,2,10557,8593395,2272,0,0,0,0,OSCAR,1983054S15179
14152,tc1230,FJI1983,FJI,tc12301983,,1983,19830301,19830301,25,2,3825,3437358,858,187605,139477,327082,955568480,OSCAR,1983054S15179
14153,tc1234,,,,,1983,19830309,19830313,146,2,22338,18905469,4334,0,0,0,0,REWA,1983066S11213
14154,tc1234,PYF1983,PYF,tc12341983,,1983,19830309,19830313,69,2,10557,10312074,2322,0,17080,17080,280626304,REWA,1983066S11213
14155,tc1236,,,,,1983,19830327,19830328,9,2,1377,5156037,338,0,0,0,0,SARAH,1983082S11180
14156,tc1236,FJI1983,FJI,tc12361983,,1983,19830327,19830327,4,2,612,1718679,166,0,0,0,0,SARAH,1983082S11180
14157,tc1237,,,,,1983,19830330,19830401,48,2,7344,8593395,1533,0,0,0,0,TOMASI,1983086S08204
14158,tc1259,,,,,1983,19830811,19830811,2,2,306,1718678,8,0,0,0,0,ISMAEL,1983221N13254
14159,tc1435,,,,,1985,19850621,19850622,5,2,765,4296695,47,0,0,0,0,HAL,1985162N05154
14160,tc1239,,,,,1983,19830410,19830413,88,2,13464,12030753,2684,0,0,0,0,VEENA,1983097S10224
14161,tc1253,TWN1983,TWN,tc12531983,,1983,19830724,19830724,3,2,459,859339,127,42909,1372,44281,271915292,WAYNE,1983201N08144
14162,tc1256,,,,,1983,19830729,19830802,48,2,7344,12890085,1413,0,0,0,0,HENRIETTE,1983208N11265
14163,tc1268,,,,,1983,19830908,19830911,22,2,3366,12890085,396,0,0,0,0,LORENA,1983249N15260
14164,tc1270,,,,,1983,19830916,19830917,10,2,1530,5156034,221,0,0,0,0,MANUEL,1983255N12261
14165,tc1271,,,,,1983,19830922,19830930,270,2,41310,28358187,6976,0,0,0,0,FORREST,1983259N08161
14166,tc1239,PYF1983,PYF,tc12391983,,1983,19830411,19830412,41,2,6273,5156037,1541,0,985,985,12864350,VEENA,1983097S10224
14167,tc1240,,,,,1983,19830420,19830421,4,2,612,6874716,94,0,0,0,0,WILLIAM,1983105S09228
14168,tc1240,PYF1983,PYF,tc12401983,,1983,19830420,19830420,1,2,153,1718679,42,0,8,8,0,WILLIAM,1983105S09228
14169,tc1241,,,,,1983,19830425,19830427,12,2,1836,10312068,192,0,0,0,0,NAOMI,1983110S12080
14170,tc1243,,,,,1983,19830524,19830525,18,2,2754,6015373,311,0,0,0,0,ADOLPH,1983141N07269
14171,tc1244,,,,,1983,19830613,19830615,94,2,14382,9452729,1218,0,0,0,0,BARBARA,1983160N11266
14172,tc1435,PHL1985,PHL,tc14351985,,1985,19850621,19850621,1,2,153,859339,18,0,642,642,2897636,HAL,1985162N05154
14173,tc1253,,,,,1983,19830723,19830725,35,2,5355,7734051,1222,0,0,0,0,WAYNE,1983201N08144
14174,tc1253,CHN1983,CHN,tc12531983,,1983,19830725,19830725,1,2,153,859339,18,76474,111077,187551,483185232,WAYNE,1983201N08144
14175,tc1271,JPN1983,JPN,tc12711983,,1983,19830925,19830925,24,2,3672,1718678,594,10032,42,10074,228840537,FORREST,1983259N08161
14176,tc1276,,,,,1983,19831003,19831005,21,2,3213,6015373,379,0,0,0,0,PRISCILLA,1983274N12251
14177,tc1262,,,,,1983,19830817,19830818,15,2,2295,3437356,196,0,0,0,0,ALICIA,1983228N27270
14178,tc1278,,,,,1983,19831011,19831012,7,2,1071,6015373,82,0,0,0,0,IDA,1983279N17148
14179,tc1279,,,,,1983,19831010,19831015,78,2,11934,17186780,2708,0,0,0,0,RAYMOND,1983281N12256
14180,tc1262,USA1983,USA,tc12621983,,1983,19830818,19830818,3,2,459,1718678,64,1575565,19501,1595066,0,ALICIA,1983228N27270
14181,tc1266,,,,,1983,19830905,19830906,43,2,6579,6874712,1147,0,0,0,0,ELLEN,1983239N10183
14182,tc1266,PHL1983,PHL,tc12661983,,1983,19830906,19830906,19,2,2907,1718678,499,0,129414,129414,225209520,ELLEN,1983239N10183
14183,tc1267,,,,,1983,19830901,19830906,151,2,23103,16327441,2843,0,0,0,0,KIKO,1983243N12259
14184,tc1282,,,,,1983,19831016,19831019,73,2,11169,11171407,1325,0,0,0,0,TICO,1983285N09260
14185,tc1282,MEX1983,MEX,tc12821983,,1983,19831019,19831019,4,2,612,1718678,177,52243,31125,83368,296312152,TICO,1983285N09260
14186,tc1286,JPN1983,JPN,tc12861983,,1983,19831106,19831106,2,2,306,859339,227,0,2129,2129,40156084,MARGE,1983299N07172
14187,tc1452,,,,,1985,19850815,19850815,4,2,612,3437356,8,0,0,0,0,CLAUDETTE,1985222N32280
14188,tc1286,,,,,1983,19831103,19831107,177,2,27081,16327441,4970,0,0,0,0,MARGE,1983299N07172
14189,tc1289,,,,,1983,19831120,19831124,201,2,30753,14608763,2196,0,0,0,0,ORCHID,1983317N12153
14190,tc1310,,,,,1984,19840210,19840220,175,2,26775,17186781,3211,0,0,0,0,ANNETTE:ANNETTE/JAMI:JAMI,1984035S09101
14191,tc1315,,,,,1984,19840219,19840221,15,2,2295,8593390,318,0,0,0,0,BOBBY,1984048S16120
14192,tc1319,,,,,1984,19840228,19840229,9,2,1377,3007690,82,0,0,0,0,CHLOE,1984057S14124
14193,tc1319,AUS1984,AUS,tc13191984,,1984,19840229,19840229,4,2,612,1289010,39,0,14,14,29751844,CHLOE,1984057S14124
14194,tc1322,,,,,1984,19840313,19840314,8,2,1224,6015373,156,0,0,0,0,DARYL,1984067S09101
14195,tc1324,,,,,1984,19840321,19840322,197,2,30141,5872155,1466,0,0,0,0,KATHY,1984077S12149
14196,tc1324,AUS1984,AUS,tc13241984,,1984,19840322,19840322,110,2,16830,3294136,961,0,54,54,2335166,KATHY,1984077S12149
14197,tc1342,,,,,1984,19840726,19840730,64,2,9792,12890085,1821,0,0,0,0,DINAH,1984204N21162
14198,tc1342,JPN1984,JPN,tc13421984,,1984,19840729,19840729,7,2,1071,859339,213,0,0,0,0,DINAH,1984204N21162
14199,tc1326,,,,,1984,19840407,19840410,56,2,8568,10312068,1468,0,0,0,0,KAMISY,1984094S10080
14200,tc1326,MDG1984,MDG,tc13261984,,1984,19840409,19840409,1,2,153,859339,43,0,10270,10270,3202850,KAMISY,1984094S10080
14201,tc1332,,,,,1984,19840620,19840620,5,2,765,3437356,75,0,0,0,0,CRISTINA,1984169N14257
14202,tc1335,,,,,1984,19840628,19840701,91,2,13923,12890085,2169,0,0,0,0,DOUGLAS,1984177N10254
14203,tc1336,,,,,1984,19840630,19840704,70,2,10710,13749424,1422,0,0,0,0,ELIDA,1984180N10258
14204,tc1337,,,,,1984,19840702,19840703,2,2,306,1718678,17,0,0,0,0,ALEX:ALEX(-)1,1984180N16130
14205,tc1365,USA1984,USA,tc13651984,,1984,19840911,19840912,30,2,4590,1718678,315,240725,9644,250369,0,DIANA,1984253N29283
14206,tc1368,,,,,1984,19840917,19840925,238,2,36414,28358187,4126,0,0,0,0,NORBERT,1984259N19245
14207,tc1371,,,,,1984,19840922,19840922,9,2,1377,2578017,43,0,0,0,0,ODILE,1984262N14259
14208,tc1371,MEX1984,MEX,tc13711984,,1984,19840922,19840922,1,2,153,859339,3,0,138,138,54288,ODILE,1984262N14259
14209,tc1375,,,,,1984,19841001,19841002,20,2,3060,5156034,398,0,0,0,0,POLO,1984270N13262
14210,tc1385,JPN1984,JPN,tc13851984,,1984,19841029,19841029,2,2,306,859339,149,0,1007,1007,21176384,VANESSA,1984294N04163
14211,tc1389,,,,,1984,19841103,19841107,37,2,5661,10312068,1213,0,0,0,0,AGNES,1984302N00149
14212,tc1389,PHL1984,PHL,tc13891984,,1984,19841104,19841105,9,2,1377,2578017,349,290930,993332,1284262,1051214180,AGNES,1984302N00149
14213,tc1390,,,,,1984,19841110,19841111,5,2,765,4296695,29,0,0,0,0,KLAUS,1984311N15291
14214,tc1391,,,,,1984,19841112,19841117,173,2,26469,18046119,3992,0,0,0,0,BILL,1984313N14154
14215,tc1392,,,,,1984,19841117,19841120,23,2,3519,12890085,761,0,0,0,0,CLARA,1984317N04164
14216,tc1395,,,,,1984,19841207,19841209,75,2,11475,8593390,930,0,0,0,0,DOYLE,1984336N05156
14217,tc1407,,,,,1985,19850117,19850119,5,2,765,8593395,208,0,0,0,0,NIGEL,1985014S16151
14218,tc1407,FJI1985,FJI,tc14071985,,1985,19850119,19850119,1,2,153,1718679,64,0,2640,2640,3003320,NIGEL,1985014S16151
14219,tc1407,VUT1985,VUT,tc14071985,,1985,19850117,19850118,2,2,306,3437358,44,0,3430,3430,1371143,NIGEL,1985014S16151
14220,tc1423,,,,,1985,19850308,19850309,10,2,1530,4296696,221,0,0,0,0,LINDSAY,1985065S09118
14221,tc1423,AUS1985,AUS,tc14231985,,1985,19850309,19850309,4,2,612,1718679,60,11291,592,11883,346909638,LINDSAY,1985065S09118
14222,tc1424,,,,,1985,19850315,19850318,33,2,5049,15468111,3005,0,0,0,0,HINA,1985070S17175
14223,tc1424,FJI1985,FJI,tc14241985,,1985,19850316,19850317,10,2,1530,3437358,1093,144497,139471,283968,829847296,HINA,1985070S17175
14224,tc1424,NZL1985,NZL,tc14241985,,1985,19850317,19850317,2,2,306,1718679,288,0,0,0,0,HINA,1985070S17175
14225,tc1424,SLB1985,SLB,tc14241985,,1985,19850315,19850315,3,2,459,1718679,208,0,0,0,0,HINA,1985070S17175
14226,tc1425,,,,,1985,19850322,19850322,2,2,306,1718678,6,0,0,0,0,SANDY,1985078S14138
14227,tc1427,,,,,1985,19850413,19850415,20,2,3060,8593390,587,0,0,0,0,MARGOT,1985100S07104
14228,tc1428,,,,,1985,19850412,19850414,34,2,5202,7734051,508,0,0,0,0,HELISAONIN:HELISAONINA,1985097S09076
14229,tc1430,,,,,1985,19850523,19850525,7,2,1071,6015373,147,0,0,0,0,GAY,1985136N07129
14230,tc1436,,,,,1985,19850628,19850701,13,2,1989,11171407,267,0,0,0,0,IRMA,1985168N05156
14231,tc1455,,,,,1985,19850822,19850823,5,2,765,3437356,91,0,0,0,0,NELSON,1985227N16149
14232,tc1455,CHN1985,CHN,tc14551985,,1985,19850823,19850823,1,2,153,859339,3,0,0,0,0,NELSON,1985227N16149
14233,tc1436,JPN1985,JPN,tc14361985,,1985,19850630,19850630,2,2,306,1718678,93,25657944,407920,26065864,0,IRMA,1985168N05156
14234,tc1437,,,,,1985,19850629,19850701,12,2,1836,8593390,322,0,0,0,0,DOLORES,1985177N10258
14235,tc1443,,,,,1985,19850724,19850726,44,2,6732,7734051,800,0,0,0,0,JIMENA,1985201N12256
14236,tc1444,,,,,1985,19850722,19850725,55,2,8415,10312068,1162,0,0,0,0,IGNACIO,1985202N13226
14237,tc1458,,,,,1985,19850828,19850829,5,2,765,4296695,109,0,0,0,0,ODESSA,1985231N16142
14238,tc1458,JPN1985,JPN,tc14581985,,1985,19850829,19850829,1,2,153,859339,19,0,9987,9987,231760944,ODESSA,1985231N16142
14239,tc1462,USA1985,USA,tc14621985,,1985,19850901,19850902,8,2,1224,2578017,277,273917,54579,328496,0,ELENA,1985240N20286
14240,tc1463,,,,,1985,19850907,19850907,5,2,765,4296695,12,0,0,0,0,SKIP:TWO-C / TROPICAL STO,1985240N09198
14241,tc1465,,,,,1985,19850907,19850910,77,2,11781,11171407,1770,0,0,0,0,RICK,1985244N14254
14242,tc1466,,,,,1985,19850908,19850912,63,2,9639,14608763,1158,0,0,0,0,SANDRA,1985249N13265
14243,tc1466,MEX1985,MEX,tc14661985,,1985,19850911,19850911,3,2,459,859339,54,0,0,0,0,SANDRA,1985249N13265
14244,tc1470,,,,,1985,19850918,19850921,48,2,7344,10312068,701,0,0,0,0,TERRY,1985259N12262
14245,tc1459,,,,,1985,19850830,19850830,3,2,459,2578017,89,0,0,0,0,PAT,1985236N23125
14246,tc1459,JPN1985,JPN,tc14591985,,1985,19850830,19850830,2,2,306,1718678,72,710398,161410,871808,0,PAT,1985236N23125
14247,tc1462,,,,,1985,19850830,19850902,65,2,9945,12030746,867,0,0,0,0,ELENA,1985240N20286
14248,tc1471,,,,,1985,19850919,19850919,2,2,306,1718678,3,0,0,0,0,FABIAN,1985259N24289
14249,tc1472,,,,,1985,19850923,19851001,87,2,13311,15468102,3258,0,0,0,0,GLORIA,1985260N13336
14250,tc1472,CAN1985,CAN,tc14721985,,1985,19850928,19850928,1,2,153,859339,18,0,467,467,9280866,GLORIA,1985260N13336
14251,tc1472,USA1985,USA,tc14721985,,1985,19850927,19850928,9,2,1377,4296695,634,6818929,814087,7633016,0,GLORIA,1985260N13336
14252,tc1482,CHN1985,CHN,tc14821985,,1985,19851020,19851020,1,2,153,859339,32,188580,204390,392970,462373552,DOT,1985284N05159
14253,tc1482,PHL1985,PHL,tc14821985,,1985,19851017,19851018,45,2,6885,4296695,1191,605747,3052298,3658045,0,DOT,1985284N05159
14254,tc1486,,,,,1985,19851029,19851030,18,2,2754,5156034,268,0,0,0,0,XINA,1985298N12249
14255,tc1488,,,,,1985,19851118,19851121,37,2,5661,13749424,762,0,0,0,0,KATE,1985320N21296
14256,tc1488,BHS1985,BHS,tc14881985,,1985,19851118,19851118,1,2,153,859339,25,0,0,0,0,KATE,1985320N21296
14257,tc1488,CUB1985,CUB,tc14881985,,1985,19851119,19851119,3,2,459,2578017,76,23675,73300,96975,398658960,KATE,1985320N21296
14258,tc1488,TCA1985,TCA,tc14881985,,1985,19851118,19851118,2,2,306,1718678,6,0,85,85,9089209,KATE,1985320N21296
14259,tc1488,USA1985,USA,tc14881985,,1985,19851121,19851122,2,2,306,1718678,15,20651,1120,21771,905976560,KATE,1985320N21296
14260,tc1490,,,,,1985,19851202,19851204,79,2,12087,7734051,739,0,0,0,0,NICHOLAS,1985329S09104
14261,tc1492,,,,,1985,19851219,19851220,7,2,1071,4296695,173,0,0,0,0,HOPE,1985347N07155
14262,tc1502,,,,,1986,19860201,19860201,2,2,306,859340,3,0,0,0,0,WINIFRED,1986027S13145
14263,tc1502,AUS1986,AUS,tc15021986,,1986,19860201,19860201,1,2,153,429670,1,0,184,184,4726330,WINIFRED,1986027S13145
17318,tc3114,,,,,2003,20030831,20030904,23,4,4805,28393911,1125,0,0,0,0,FABIAN,2003240N15329
14264,tc1513,,,,,1986,19860304,19860307,174,2,26622,11601082,1801,0,0,0,0,VICTOR,1986062S13125
14265,tc1516,,,,,1986,19860311,19860315,41,2,6273,12890085,776,0,0,0,0,HONORININA,1986067S11080
14266,tc1516,MDG1986,MDG,tc15161986,,1986,19860315,19860315,1,2,153,859339,32,208228,25292,233520,28644680,HONORININA,1986067S11080
14267,tc1518,,,,,1986,19860328,19860331,16,2,2448,8593390,296,0,0,0,0,JEFOTRA,1986085S13091
14268,tc1523,,,,,1986,19860508,19860511,16,2,2448,9739176,285,0,0,0,0,BILLY-LILA:BILLY/LILA:LIL,1986124S05090
14269,tc1524,,,,,1986,19860518,19860523,127,2,19431,17186780,4326,0,0,0,0,LOLA,1986134N08149
14270,tc1525,,,,,1986,19860518,19860520,6,2,918,5156034,42,0,0,0,0,NAMU,1986135S07160
14271,tc2413,MMR1995,MMR,tc24131995,,1995,19951125,19951125,1,2,153,429670,6,0,166060,166060,25263792,NOT NAMED,1995323N05097
14272,tc1525,SLB1986,SLB,tc15251986,,1986,19860518,19860518,2,2,306,1718678,28,0,3158,3158,716877,NAMU,1986135S07160
14273,tc1530,,,,,1986,19860623,19860623,4,2,612,3437356,72,0,0,0,0,NANCY,1986169N07152
14274,tc1530,TWN1986,TWN,tc15301986,,1986,19860623,19860623,1,2,153,859339,12,757,592,1349,31976443,NANCY,1986169N07152
14275,tc1534,,,,,1986,19860705,19860709,161,2,24633,15468102,4483,0,0,0,0,PEGGY,1986179N11175
14276,tc1547,CHN1986,CHN,tc15471986,,1986,19860905,19860905,1,2,153,859339,12,17840,78031,95871,209364988,WAYNE,1986228N19120
14277,tc1563,MEX1986,MEX,tc15631986,,1986,19861002,19861002,1,2,153,859339,3,64,3249,3313,43185869,PAINE,1986271N12267
14278,tc1564,,,,,1986,19861005,19861010,31,2,4743,17186780,1050,0,0,0,0,CARMEN,1986270N05178
14279,tc2415,,,,,1995,19951209,19951210,27,2,4131,4296700,194,0,0,0,0,FRANK,1995340S10116
17319,tc3120,,,,,2003,20030911,20030912,2,4,418,3276221,14,0,0,0,0,MAEMI,2003247N10153
14280,tc1534,PHL1986,PHL,tc15341986,,1986,19860708,19860709,23,2,3519,2578017,466,221332,1072865,1294197,933551160,PEGGY,1986179N11175
14281,tc1536,,,,,1986,19860715,19860715,2,2,306,1718678,8,0,0,0,0,ROGER,1986190N11162
14282,tc1545,JPN1986,JPN,tc15451986,,1986,19860825,19860826,5,2,765,1718678,154,1001421,4672,1006093,0,VERA,1986225N17134
14283,tc1545,KOR1986,KOR,tc15451986,,1986,19860828,19860828,2,2,306,1718678,64,582047,314556,896603,0,VERA,1986225N17134
14284,tc1547,,,,,1986,19860821,19860905,13,2,1989,11171407,253,0,0,0,0,WAYNE,1986228N19120
14285,tc1550,,,,,1986,19860821,19860826,88,2,13464,18046119,1641,0,0,0,0,JAVIER,1986233N10263
14286,tc1582,,,,,1987,19870110,19870111,4,2,612,3437356,122,0,0,0,0,ORCHID,1987007N06162
14287,tc1547,TWN1986,TWN,tc15471986,,1986,19860821,19860822,2,2,306,1718678,36,716053,89849,805902,0,WAYNE,1986228N19120
14288,tc1547,VNM1986,VNM,tc15471986,,1986,19860905,19860905,2,2,306,1718678,8,226791,514399,741190,243925056,WAYNE,1986228N19120
14289,tc1556,,,,,1986,19860912,19860919,17,2,2601,14608763,148,0,0,0,0,EARL,1986254N22309
14290,tc1557,,,,,1986,19860917,19860919,25,2,3825,6874712,472,0,0,0,0,ABBY,1986252N06153
14291,tc1557,TWN1986,TWN,tc15571986,,1986,19860919,19860919,2,2,306,859339,42,32864,1607,34471,68111068,ABBY,1986252N06153
14292,tc1563,,,,,1986,19861001,19861002,4,2,612,3437356,11,0,0,0,0,PAINE,1986271N12267
14293,tc1560,,,,,1986,19860923,19860930,169,2,25857,23202153,2929,0,0,0,0,BEN,1986259N07170
14294,tc1560,JPN1986,JPN,tc15601986,,1986,19860928,19860928,4,2,612,1718678,116,0,781,781,22688684,BEN,1986259N07170
14295,tc1567,,,,,1986,19861016,19861020,24,2,3672,8593390,573,0,0,0,0,FORREST,1986283N10179
14296,tc1567,MNP1986,MNP,tc15671986,,1986,19861016,19861016,2,2,306,859339,72,0,0,0,69471,FORREST,1986283N10179
14297,tc1568,,,,,1986,19861017,19861020,78,2,11934,11171407,1685,0,0,0,0,ROSLYN,1986289N10267
14298,tc1572,,,,,1986,19861120,19861121,24,2,3672,5156034,422,0,0,0,0,JOE,1986316N06146
14299,tc1583,,,,,1987,19870119,19870119,15,2,2295,1718680,77,0,0,0,0,CONNIE,1987015S16125
14300,tc1593,AUS1987,AUS,tc15931987,,1987,19870225,19870225,52,2,7956,3007690,389,0,1737,1737,7187105,ELSIE,1987053S15127
14301,tc1597,,,,,1987,19870309,19870310,12,2,1836,5156034,180,0,0,0,0,DAODO,1987062S13072
14302,tc1610,,,,,1987,19870710,19870715,142,2,21726,19764797,3397,0,0,0,0,THELMA,1987188N10151
14303,tc1575,,,,,1986,19861130,19861207,276,2,42228,21483475,5488,0,0,0,0,KIM,1986330N05173
14304,tc1583,AUS1987,AUS,tc15831987,,1987,19870119,19870119,11,2,1683,1718680,80,0,13954,13954,98882720,CONNIE,1987015S16125
14305,tc1575,MNP1986,MNP,tc15751986,,1986,19861203,19861203,11,2,1683,859339,339,45930,3157,49087,0,KIM,1986330N05173
14306,tc1577,,,,,1986,19861219,19861221,9,2,1377,6874712,297,0,0,0,0,MARGE,1986343N05176
14307,tc1577,PHL1986,PHL,tc15771986,,1986,19861221,19861221,1,2,153,859339,6,0,11928,11928,7227604,MARGE,1986343N05176
14308,tc1579,,,,,1986,19861228,19861229,9,2,1377,3437356,68,0,0,0,0,NORRIS,1986353N03178
14309,tc1580,,,,,1986,19861229,19861230,7,2,1071,6015373,61,0,0,0,0,RAJA,1986356S07183
14310,tc1580,FJI1986,FJI,tc15801986,,1986,19861229,19861230,2,2,306,1718678,22,0,25,25,275955,RAJA,1986356S07183
14311,tc1588,,,,,1987,19870206,19870207,19,2,2907,5156034,389,0,0,0,0,UMA:VELI,1987035S12160
14312,tc1588,VUT1987,VUT,tc15881987,,1987,19870206,19870207,10,2,1530,2578017,221,494,4474,4968,22982552,UMA:VELI,1987035S12160
14313,tc1593,,,,,1987,19870223,19870225,76,2,11628,6445050,573,0,0,0,0,ELSIE,1987053S15127
14314,tc1610,JPN1987,JPN,tc16101987,,1987,19870713,19870713,3,2,459,859339,109,48961,1133,50094,982287330,THELMA,1987188N10151
14315,tc1613,,,,,1987,19870724,19870729,126,2,19278,18046119,4355,0,0,0,0,WYNNE,1987200N04191
14316,tc1620,ZZN1987,ZZN,tc16201987,,1987,19870814,19870814,23,2,3519,1718678,486,0,0,0,0,BETTY,1987219N08134
14317,tc1620,ZZO1987,ZZO,tc16201987,,1987,19870813,19870813,6,2,918,859339,227,0,0,0,0,BETTY,1987219N08134
14318,tc1610,KOR1987,KOR,tc16101987,,1987,19870715,19870715,2,2,306,1718678,26,1217049,124730,1341779,0,THELMA,1987188N10151
14319,tc1613,MNP1987,MNP,tc16131987,,1987,19870725,19870725,6,2,918,859339,273,0,0,0,143110,WYNNE,1987200N04191
14320,tc1615,,,,,1987,19870725,19870725,2,2,306,1718678,8,0,0,0,0,EUGENE,1987203N11263
14321,tc1634,,,,,1987,19870908,19870915,192,2,29376,21483476,3106,0,0,0,0,FREDA,1987247N09150
14322,tc1635,,,,,1987,19870907,19870912,298,2,45594,18905458,6390,0,0,0,0,HOLLY,1987244N11177
14323,tc1640,,,,,1987,19870911,19870915,99,2,15147,12030746,2203,0,0,0,0,MAX,1987253N11260
14324,tc1643,,,,,1987,19870921,19870924,63,2,9639,11171407,924,0,0,0,0,OTIS,1987263N10241
14325,tc1644,,,,,1987,19870922,19870926,13,2,1989,10312068,613,0,0,0,0,EMILY,1987263N10309
14326,tc1644,DOM1987,DOM,tc16441987,,1987,19870923,19870923,1,2,153,859339,43,266658,141995,408653,813018912,EMILY,1987263N10309
14327,tc1645,,,,,1987,19870924,19870930,139,2,21267,23202154,1574,0,0,0,0,PEKE,1987264N10190
14328,tc1646,,,,,1987,19870925,19870926,5,2,765,4296695,68,0,0,0,0,IAN,1987266N16148
14329,tc1649,,,,,1987,19871008,19871011,88,2,13464,10312068,1750,0,0,0,0,RAMON,1987279N12256
14330,tc1652,,,,,1987,19871019,19871024,138,2,21114,18905458,3824,0,0,0,0,LYNN,1987288N13168
14331,tc1823,,,,,1989,19890929,19891003,162,2,24786,14608763,2688,0,0,0,0,RAYMOND,1989268N14261
14332,tc1650,,,,,1987,19871013,19871019,17,2,2601,14608763,329,0,0,0,0,KELLY,1987282N12137
14333,tc1650,JPN1987,JPN,tc16501987,,1987,19871016,19871016,2,2,306,1718678,12,430712,4988,435700,0,KELLY,1987282N12137
14334,tc1823,MEX1989,MEX,tc18231989,,1989,19891001,19891001,11,2,1683,859339,263,0,0,0,0,RAYMOND,1989268N14261
14335,tc1652,PHL1987,PHL,tc16521987,,1987,19871023,19871023,11,2,1683,1718678,191,0,2925,2925,11452453,LYNN,1987288N13168
14336,tc1656,,,,,1987,19871124,19871127,33,2,5049,12030746,1201,0,0,0,0,NINA,1987320N03171
14337,tc1656,PHL1987,PHL,tc16561987,,1987,19871125,19871126,9,2,1377,2578017,440,4363978,5967358,10331336,0,NINA,1987320N03171
14338,tc1656,ZZO1987,ZZO,tc16561987,,1987,19871126,19871126,4,2,612,1718678,152,0,0,0,0,NINA,1987320N03171
14339,tc1657,,,,,1987,19871214,19871215,5,2,765,4296695,54,0,0,0,0,PHYLLIS,1987343N05154
14340,tc1657,PHL1987,PHL,tc16571987,,1987,19871215,19871215,1,2,153,859339,6,0,3189,3189,2106350,PHYLLIS,1987343N05154
14341,tc1670,,,,,1988,19880229,19880301,8,2,1224,4296695,94,0,0,0,0,FILAO,1988055S10051
14342,tc1662,,,,,1988,19880109,19880112,42,2,6426,8593390,1168,0,0,0,0,ANNE,1988006S05182
14343,tc1670,MOZ1988,MOZ,tc16701988,,1988,19880301,19880301,3,2,459,1718678,66,1295,173712,175007,41648330,FILAO,1988055S10051
14344,tc2425,,,,,1996,19960202,19960205,21,2,3213,7304390,212,0,0,0,0,JACOB,1996026S14143
14345,tc1662,VUT1988,VUT,tc16621988,,1988,19880110,19880110,13,2,1989,2578017,490,0,4005,4005,9156524,ANNE,1988006S05182
14346,tc1663,,,,,1988,19880109,19880115,76,2,11628,22342814,2481,0,0,0,0,ROY,1988005N03174
14347,tc1663,MNP1988,MNP,tc16631988,,1988,19880112,19880112,5,2,765,859339,134,0,3705,3705,112366336,ROY,1988005N03174
14348,tc1666,,,,,1988,19880129,19880131,11,2,1683,6015373,203,0,0,0,0,DOAZA,1988021S12080
14349,tc1667,,,,,1988,19880131,19880131,3,2,459,2578017,64,0,0,0,0,FREDERIC,1988028S07100
14350,tc1707,,,,,1988,19880831,19880910,340,2,52020,30076865,7021,0,0,0,0,ULEKI,1988242N12215
14351,tc1711,,,,,1988,19880904,19880904,4,2,612,3437356,11,0,0,0,0,ERNESTO,1988247N33300
14352,tc1671,,,,,1988,19880229,19880304,122,2,18666,13749424,1508,0,0,0,0,BOLA,1988055S10180
14353,tc3609,CYM2008,CYM,tc36092008,,2008,20081108,20081108,16,2,2448,1718678,328,33,1708,1741,85831089,PALOMA,2008311N14278
14354,tc1671,VUT1988,VUT,tc16711988,,1988,19880301,19880301,57,2,8721,3437356,578,0,11195,11195,22468016,BOLA,1988055S10180
14355,tc1672,,,,,1988,19880301,19880301,2,2,306,1718678,3,0,0,0,0,CILLA,1988058S19198
14356,tc1673,,,,,1988,19880318,19880321,45,2,6885,10312068,1166,0,0,0,0,GASITAO,1988072S08088
14357,tc1686,,,,,1988,19880716,19880718,21,2,3213,8593390,724,0,0,0,0,WARREN,1988193N09149
14358,tc1686,PHL1988,PHL,tc16861988,,1988,19880717,19880718,4,2,612,1718678,120,0,8989,8989,17709082,WARREN,1988193N09149
14359,tc1688,,,,,1988,19880731,19880801,5,2,765,4296695,7,0,0,0,0,AGNES,1988208N27135
14360,tc1715,CYM1988,CYM,tc17151988,,1988,19880913,19880913,10,2,1530,859339,371,36073,673,36746,1886901850,GILBERT,1988253N12306
14361,tc1715,JAM1988,JAM,tc17151988,,1988,19880912,19880912,4,2,612,1718678,192,2086423,590892,2677315,0,GILBERT,1988253N12306
14362,tc1715,MEX1988,MEX,tc17151988,,1988,19880914,19880917,38,2,5814,5156034,1244,853602,431869,1285471,0,GILBERT,1988253N12306
